"listing_id";"listing_name";"brand";"listing_description";"condition";"size";"listing_url";"colour";"favorite";"views";"location";"price";"price_tax";"total_price";"payment_option";"upload_time";"processed_at";"username";"rating";"reviewsCount";"followers";"following";"lastSeen";"wardrobeQuantity";"category_id"
"3214788772";"Zomerjurk maat S van Carola van Benthum";"";"Mooie tijdloze zomerjurk. Kleur grijs/blauw.
Stoere stof. Totale lengte 117 cm. Door opblousen wordt ie uiteraard wat korter.";"Good";"S / 36 / 8";"https://www.vinted.nl/items/3214788772-zomerjurk-maat-s-van-carola-van-benthum";"Blue";"0";"18";"Nederland";"6";"1";"7";"";"a year ago";"2025-04-10T20:06:44.044Z";"dmmr";"5";"65";"1";"1";"";"9";"1065"
"6111092723";"Bloemen jurkje";"";"Amper gedragen";"Very good";"M / 38 / 10";"https://www.vinted.nl/items/6111092723-bloemen-jurkje";"Multi";"0";"30";"Nederland";"5";"0.95";"5.95";"";"2 days ago";"2025-04-10T20:59:24.733Z";"marielouise1233";"5";"34";"3";"6";"";"82";"1775"
"5720527617";"Adidas t-shirt grijs";"";"Amper gedragen";"Very good";"XS / 34 / 6";"https://www.vinted.nl/items/5720527617-adidas-t-shirt-grijs";"Grey";"0";"3";"Nederland";"4";"0.9";"4.9";"";"2 months ago";"2025-04-10T20:59:11.014Z";"marielouise1233";"5";"34";"3";"6";"";"82";"221"
"5715659997";"Shirtje van Rabe";"";"Heel mooi shirtje met leuke halslijn";"Very good";"L / 40 / 12";"https://www.vinted.nl/items/5715659997-shirtje-van-rabe";"Green, Multi";"0";"10";"Enkhuizen, Nederland";"5";"0.95";"5.95";"";"2 months ago";"2025-04-10T19:03:17.922Z";"annetenfred";"4.9";"369";"7";"0";"";"538";"223"
"5945939763";"Blouse Made in Italy";"";"In nette staat
Maat L

#find_yourself_women_40";"Very good";"L / 40 / 12";"https://www.vinted.nl/items/5945939763-blouse-made-in-italy";"Beige, Cream";"0";"28";"";"5";"0.95";"5.95";"";"4 weeks ago";"2025-04-10T21:44:50.055Z";"";"";"";"";"";"";"";"1043"
"6102002844";"Jumpsuit Made in Italy";"";"Zo goed als nieuw! Eenmalig gedragen
Maat s/m (zwart met zilveren stippen)

#find_yourself_women_36 
#find_yourself_women_38... more";"New without tags";"S / 36 / 8";"https://www.vinted.nl/items/6102002844-jumpsuit-made-in-italy";"Grey, Black";"0";"4";"";"8";"1.1";"9.1";"";"4 days ago";"2025-04-10T22:10:35.697Z";"";"";"";"";"";"";"";"1131"
"5995783544";"";"";"";"";"";"https://www.vinted.nl/items/5995783544-paul-frank-knuffel";"";"0";"0";"Rozenburg, Nederland";"0";"0.87";"4.36";"";"";"2025-04-11T08:28:46.618Z";"verafraga";"4.9";"439";"30";"8";"";"116";"1764"
"6119627388";"Gestreepte off shoulders shirtje";"";"Grote klerenkast opruiming, kleine prijsjes!

Geen gebreken.";"Very good";"XL / 42 / 14";"https://www.vinted.nl/items/6119627388-gestreepte-off-shoulders-shirtje";"Blue, White";"0";"8";"Groningen, Nederland";"1";"0.75";"1.75";"";"a day ago";"2025-04-10T20:15:33.848Z";"plotte";"4.9";"35";"3";"1";"";"51";"1042"
"6113865777";"Rok Primark";"";"In perfecte staat
Maat xl

#find_yourself_women_42";"Very good";"XL / 42 / 14";"https://www.vinted.nl/items/6113865777-rok-primark";"Khaki, Dark green";"0";"4";"";"2";"0.8";"2.8";"";"2 days ago";"2025-04-10T22:16:27.646Z";"";"";"";"";"";"";"";"198"
"5575325752";"Jurk Only";"";"In super nette staat!
Maat S";"Very good";"S / 36 / 8";"https://www.vinted.nl/items/5575325752-jurk-only";"Pink";"0";"2";"";"4";"0.9";"4.9";"";"3 months ago";"2025-04-10T21:59:53.138Z";"";"";"";"";"";"";"";"1065"
"5927035852";"";"";"";"";"";"https://www.vinted.nl/items/5927035852-ripped-skinny-jeans";"";"0";"0";"Ter Aar, Nederland";"0";"0.9";"4.9";"";"";"2025-04-11T08:50:57.407Z";"dianavilla75";"4.6";"206";"6";"5";"";"96";"1844"
"6110442807";"Jeans Seven Sisters";"";"1x gedragen, maat 26";"Very good";"XS / 34 / 6";"https://www.vinted.nl/items/6110442807-jeans-seven-sisters";"Grey";"0";"0";"Nederland";"30";"2.2";"32.2";"";"2 days ago";"2025-04-10T20:57:38.274Z";"marielouise1233";"5";"34";"3";"6";"";"82";"1845"
"5710984409";"Laarzen";"";"Nooit gedragen";"Very good";"38";"https://www.vinted.nl/items/5710984409-laarzen";"Black";"0";"2";"Rijssen, Nederland";"20";"0";"";"";"2 months ago";"2025-04-08T21:34:25.121Z";"18juliet";"4.2";"33";"6";"23";"";"8";"2618"
"5958891856";"Luchtig zomer jurkje";"";"Valt mooi soepel, geen gebreken.
Geen mouwen en leuke ritsjes bij de schouder wat het weer stoer combineert met de vrouwelijke kleuren.
Geen gebreken, behalve dat de label eruit is geknipt. 
95cm lang.... more";"Very good";"XL / 42 / 14";"https://www.vinted.nl/items/5958891856-luchtig-zomer-jurkje";"Multi, Red";"0";"10";"Groningen, Nederland";"2.99";"0.85";"3.84";"";"4 weeks ago";"2025-04-10T20:13:37.458Z";"plotte";"4.9";"35";"3";"1";"";"51";"1065"
"6113549529";"";"";"";"";"";"https://www.vinted.nl/items/6113549529-trui-hm";"";"0";"0";"Warnsveld, Nederland";"0";"0.95";"5.95";"";"";"2025-04-10T21:26:01.157Z";"indyschalken99";"5";"1";"0";"0";"";"20";"529"
"6113428764";"Groen rokje";"";"Maat M h&m";"New without tags";"M / 38 / 10";"https://www.vinted.nl/items/6113428764-groen-rokje";"White, Green";"0";"4";"Workum, Nederland";"3";"0.85";"3.85";"";"2 days ago";"2025-04-10T18:37:01.172Z";"eljawalsweer123";"4.8";"111";"5";"6";"";"71";"198"
"5774629402";"Bloemen jurk wit";"";"Prachtige middellange bloemenjurk in maat L. Bij de mouw een vlekje, zie je verder niet met dragen. Kun je proberen met reiniger te wassen!";"Good";"L / 40 / 12";"https://www.vinted.nl/items/5774629402-bloemen-jurk-wit";"White, Multi";"0";"31";"Rotterdam, Nederland";"10";"1.2";"11.2";"";"2 months ago";"2025-04-11T08:26:08.605Z";"bloempjebianca";"4.8";"137";"39";"10";"";"113";"1056"
"3913085437";"Dunne lichtgrijze trui ASOS";"";"Lichtgrijze trui ASOS
Maat M 
Dunne stof 
In goede staat";"Very good";"M";"https://www.vinted.nl/items/3913085437-dunne-lichtgrijze-trui-asos";"Grey";"0";"11";"Nederland";"3.99";"0.9";"4.89";"";"15 months ago";"2025-04-10T22:50:38.328Z";"lotteklein16";"4.8";"140";"10";"5";"";"153";"1813"
"6113625412";"Zomer jurkje";"";"Leuk voor de zomer";"New without tags";"M / 38 / 10";"https://www.vinted.nl/items/6113625412-zomer-jurkje";"Blue, Light blue";"0";"5";"Enschede, Nederland";"2";"0";"";"";"3 hours ago";"2025-04-08T21:41:35.071Z";"marit360";"4.1";"18";"3";"7";"";"30";"1065"
"6113099233";"loavies jurkje";"";"niet gedragen";"Very good";"M / 38 / 10";"https://www.vinted.nl/items/6113099233-loavies-jurkje";"Black, White";"0";"7";"Nederland";"5";"0.95";"5.95";"";"2 days ago";"2025-04-10T22:39:43.413Z";"jillgrv";"4.5";"263";"29";"5";"";"36";"1065"
"5553175673";"Poppit";"";"Doorsnee : 30 cm

Kijk ook eens bij mijn andere advertenties ivm bundelkorting 

😍... more";"Good";"";"https://www.vinted.nl/items/5553175673-poppit";"";"1";"50";"Moordrecht, Nederland";"2";"0.8";"2.8";"";"3 months ago";"2025-04-11T08:07:12.430Z";"mirellalemmens";"4.8";"298";"28";"1";"";"411";"3226"
"6009826203";"";"";"";"";"";"https://www.vinted.nl/items/6009826203-creme-trui-met-hertje";"";"0";"0";"Hillegom, Nederland";"0";"0.83";"3.33";"";"";"2025-04-10T20:34:59.802Z";"minimaliserenmetkids";"4.8";"52";"2";"1";"";"72";"1542"
"6112348526";"Zwarte jurk van Nikkie";"";"Amper gedragen
In hele goede staat
Mooie kwaliteit 
#nikkie #jurk #black #nikkieplessen";"Very good";"S / 36 / 8";"https://www.vinted.nl/items/6112348526-zwarte-jurk-van-nikkie";"Black";"0";"17";"Nederland";"15";"1.45";"16.45";"";"a day ago";"2025-04-09T18:37:03.715Z";"i.vet";"4.9";"192";"11";"0";"";"26";"1059"
"6113899796";"";"";"";"";"";"https://www.vinted.nl/items/6113899796-kerstjurk-glitter";"";"0";"0";"Alphen Aan Den Rijn, Nederland";"0";"0.85";"3.85";"";"";"2025-04-10T18:34:50.287Z";"matthijs_r";"4.9";"7";"1";"1";"";"31";"1058"
"6118700863";"";"";"";"";"";"https://www.vinted.nl/items/6118700863-leuke-zwarte-spijkerbroek";"";"0";"0";"Bleiswijk, Nederland";"0";"0.9";"4.9";"";"";"2025-04-11T08:46:31.742Z";"nance3009";"5";"73";"5";"0";"";"47";"1845"
"6113365939";"Shirt amour is french";"";"Maat S";"Very good";"S / 36 / 8";"https://www.vinted.nl/items/6113365939-shirt-amour-is-french";"Pink, Red";"1";"8";"Workum, Nederland";"2";"0.8";"2.8";"";"2 days ago";"2025-04-10T18:34:19.446Z";"eljawalsweer123";"4.8";"111";"5";"6";"";"71";"221"
"6113973655";"Trui van my brand";"";"100% katoen";"Very good";"S / 36 / 8";"https://www.vinted.nl/items/6113973655-trui-van-my-brand";"White";"0";"3";"Bergen op Zoom, Nederland";"5";"0.95";"5.95";"";"22 hours ago";"2025-04-09T18:20:52.743Z";"s.omgc";"5";"2";"2";"0";"";"34";"196"
"4453588822";"Zomers jurkje";"";"Zomers blauw jurkje met zwarte bloemetjes. Touwtjes bij de mouwen. Voor vragen dm gerust!";"Good";"S / 36 / 8";"https://www.vinted.nl/items/4453588822-zomers-jurkje";"Light blue, Turquoise";"0";"3";"Doornspijk, Nederland";"2.5";"0.83";"3.33";"";"11 months ago";"2025-04-11T08:45:26.826Z";"noa20524";"4.6";"33";"1";"0";"";"42";"1065"
"6111602490";"Mom jeans";"";"Amper gedragen";"Very good";"M / 38 / 10";"https://www.vinted.nl/items/6111602490-mom-jeans";"Light blue";"0";"23";"Nederland";"3";"0.85";"3.85";"";"2 days ago";"2025-04-10T21:00:28.282Z";"marielouise1233";"5";"34";"3";"6";"";"82";"1839"
"5683759647";"Roze panter trui";"";"Hema 
Maat 92
In goede staat";"Very good";"24-36 months / 92 cm";"https://www.vinted.nl/items/5683759647-roze-panter-trui";"Pink";"0";"20";"Hillegom, Nederland";"2";"0.8";"2.8";"";"2 months ago";"2025-04-10T20:35:03.022Z";"minimaliserenmetkids";"4.8";"52";"2";"1";"";"72";"1542"
"5671537888";"Korte broekjes HEMA";"";"In perfecte staat! Zo goed als nieuw
Maat 92";"Very good";"24-36 months / 92 cm";"https://www.vinted.nl/items/5671537888-korte-broekjes-hema";"Coral";"0";"28";"";"4";"0.9";"4.9";"";"2 months ago";"2025-04-10T22:24:26.920Z";"";"";"";"";"";"";"";"1250"
"6075234489";"Wollen sweater";"";"Wollen sweater 💖

✅ Details:
- Brand: Dior(?)
- Size: S
- Color: White, blue & purple
- Fit: Regular
- Condition: Barely worn

📦 Shipping 
🚀 Fast shipping available (within two days)

DM me if you have any questions!

I don’t know if it’s fake, I bought it of Vinted myself, that’s why I sell it for a low price!... more";"New without tags";"S / 36 / 8";"https://www.vinted.nl/items/6075234489-wollen-sweater";"White, Blue";"1";"14";"Nederland";"22.5";"1.83";"24.33";"";"a week ago";"2025-04-10T18:04:03.903Z";"xyentldirksen";"4";"29";"12";"7";"";"17";"529"
"5815423093";"Forecast tuniek S";"";"Kleur donker Groen";"Very good";"S / 36 / 8";"https://www.vinted.nl/items/5815423093-forecast-tuniek-s";"Khaki, Dark green";"0";"145";"Nederland";"6";"1";"7";"";"7 weeks ago";"2025-04-11T09:03:58.105Z";"che3101";"4.9";"352";"19";"1";"";"556";"223"
"6114295920";"Leren jurk";"";"1x gedragen";"Very good";"S / 36 / 8";"https://www.vinted.nl/items/6114295920-leren-jurk";"Black";"0";"16";"Bergen op Zoom, Nederland";"2.5";"0.83";"3.33";"";"21 hours ago";"2025-04-09T18:21:29.384Z";"s.omgc";"5";"2";"2";"0";"";"34";"1058"
"2792827006";"";"";"";"";"";"https://www.vinted.nl/items/2792827006-mooie-goudkleurige-oorbellen";"";"0";"0";"Amsterdam, Nederland";"0";"0.79";"2.54";"";"";"2025-04-11T07:50:44.595Z";"fje1981";"4.9";"278";"17";"6";"";"105";"163"
"5977032463";"Flared broekje Prenatal";"";"Goede staat";"Very good";"12-18 months / 80 cm";"https://www.vinted.nl/items/5977032463-flared-broekje-prenatal";"Brown";"1";"10";"Nederland";"5";"0.95";"5.95";"";"3 weeks ago";"2025-04-10T22:46:46.945Z";"lucygeli";"4.8";"315";"43";"9";"";"99";"1562"
"5639116849";"Shoeby. Eksept. Jeans jasje maat S nieuw";"";"Leuk jeans jasje van Shoeby 
 Maat S";"New with tags";"S / 36 / 8";"https://www.vinted.nl/items/5639116849-shoeby-eksept-jeans-jasje-maat-s-nieuw";"Light blue";"0";"28";"Assendelft, Nederland";"10";"1.2";"11.2";"";"2 months ago";"2025-04-10T22:02:14.851Z";"claudiakooij";"4.6";"920";"151";"4";"";"317";"1079"
"1200766231";"";"";"";"";"";"https://www.vinted.nl/items/1200766231-merkrok-bruin-maat-l";"";"0";"0";"Amsterdam, Nederland";"0";"0.78";"2.28";"";"";"2025-04-11T07:53:38.036Z";"fje1981";"4.9";"278";"17";"6";"";"105";"199"
"3681671381";"";"";"";"";"";"https://www.vinted.nl/items/3681671381-gestreept-t-shirt";"";"0";"0";"Alphen Aan Den Rijn, Nederland";"0";"0.9";"4.9";"";"";"2025-04-10T18:34:45.580Z";"matthijs_r";"4.9";"7";"1";"1";"";"31";"1535"
"3324661339";"";"";"";"";"";"https://www.vinted.nl/items/3324661339-10-x-baby-kleding-jongen";"";"0";"0";"Rotterdam, Nederland";"0";"0.8";"2.8";"";"";"2025-04-11T07:53:43.280Z";"madrettor80";"4.9";"519";"28";"19";"";"179";"1883"
"5166072382";"Slogan trui. Maat m";"";"Leuke trui maat m";"Very good";"M / 38 / 10";"https://www.vinted.nl/items/5166072382-slogan-trui-maat-m";"Grey";"0";"9";"Assendelft, Nederland";"2.5";"0.83";"3.33";"";"6 months ago";"2025-04-10T22:10:25.584Z";"claudiakooij";"4.6";"920";"151";"4";"";"317";"1066"
"5385364870";"Heerlijk warme wintermuts";"";"Heerlijk warme wintermuts.";"Very good";"";"https://www.vinted.nl/items/5385364870-heerlijk-warme-wintermuts";"Grey, Beige";"0";"3";"Boskoop, Nederland";"2";"0.8";"2.8";"";"4 months ago";"2025-04-10T21:06:09.191Z";"margotgb1982";"5";"500";"26";"2";"";"169";"1140"
"6113418813";"Geborduurd jasje";"";"Maat S/M";"Very good";"M / 38 / 10";"https://www.vinted.nl/items/6113418813-geborduurd-jasje";"Multi";"0";"48";"Workum, Nederland";"6";"0";"";"";"3 hours ago";"2025-04-08T21:16:32.253Z";"eljawalsweer123";"4.8";"110";"5";"6";"";"73";"2596"
"5702019709";"";"";"";"";"";"https://www.vinted.nl/items/5702019709-onesie";"";"0";"0";"Rozenburg, Nederland";"0";"0.9";"4.89";"";"";"2025-04-11T08:31:44.083Z";"verafraga";"4.9";"439";"30";"8";"";"116";"1254"
"4256610505";"Licht camera liefde";"";"Teen fiction";"Very good";"";"https://www.vinted.nl/items/4256610505-licht-camera-liefde";"";"0";"1";"Workum, Nederland";"5";"0.95";"5.95";"";"12 months ago";"2025-04-09T18:39:03.911Z";"eljawalsweer123";"4.8";"110";"5";"6";"";"72";"2342"
"5921753495";"Mango doorknoop jurk L";"";"Donker Groen";"Very good";"L / 40 / 12";"https://www.vinted.nl/items/5921753495-mango-doorknoop-jurk-l";"Khaki, Green";"0";"1";"Nederland";"9";"1.15";"10.15";"";"5 weeks ago";"2025-04-11T08:56:47.572Z";"che3101";"4.9";"352";"19";"1";"";"556";"1056"
"6023429691";"Leuke gebreide trui";"";"Fijne trui";"Very good";"24-36 months / 92 cm";"https://www.vinted.nl/items/6023429691-leuke-gebreide-trui";"Grey, Black";"0";"0";"Voorburg, Nederland";"1.25";"0.76";"2.01";"";"2 weeks ago";"2025-04-11T08:26:05.011Z";"robin11021234";"4.9";"151";"58";"2";"";"55";"1668"
"6031733266";"Voor de allerliefste oma";"";"Grote beker blond Amsterdam";"Good";"";"https://www.vinted.nl/items/6031733266-voor-de-allerliefste-oma";"Multi";"2";"36";"Baarn, Nederland";"7.5";"1.08";"8.58";"";"2 weeks ago";"2025-04-11T08:26:01.942Z";"blond1981";"4.9";"362";"10";"16";"";"64";"2006"
"5754597052";"Roze pantalon";"";"Fel roze pantalon maat XL. Valt eerder als een L. Eenmalig gedragen.";"Very good";"XL / 42 / 14";"https://www.vinted.nl/items/5754597052-roze-pantalon";"Pink";"0";"29";"Rotterdam, Nederland";"10";"1.2";"11.2";"";"2 months ago";"2025-04-11T08:28:23.735Z";"bloempjebianca";"4.8";"137";"39";"10";"";"113";"1071"
"6033794154";"Legergroene broek van zara";"";"Hele toffe, stoere broek. 
Broek is iets donkerder dan op de foto.
Maat 44

Ik verkoop nog meer broeken en overige kleding. Neem gerust een kijkje in mijn kastje en maak bijvoorbeeld een bundel!... more";"Very good";"W35";"https://www.vinted.nl/items/6033794154-legergroene-broek-van-zara";"Green, Khaki";"0";"27";"Gouda, Nederland";"5";"0.95";"5.95";"";"2 weeks ago";"2025-04-10T23:15:15.726Z";"nicoliensammy";"5";"33";"3";"3";"";"169";"1816"
"5950692661";"Omslagrompers";"";"Stuk of 8 omslagrompers verschillende merken
Kort en lange mouw";"Good";"1-3 months / 56 cm";"https://www.vinted.nl/items/5950692661-omslagrompers";"White";"0";"0";"Coevorden, Nederland";"1.5";"0.78";"2.28";"";"4 weeks ago";"2025-04-10T19:52:20.000Z";"joellebosgraaf";"4.9";"7";"0";"0";"";"153";"1515"
"6053549537";"Manteljas ivy oak mini";"";"Maat 128
8jaar meiden
Nauwelijks gedragen
Marine blauwe manteljas
75% wol 
Binnenvoering 100% viscose
-verschillende matchende manteljassen voor volwassenen van ivy oak in mijn kledingkast
*doe gerust een bod💕
#bundelkorting... more";"New without tags";"8 years / 128 cm";"https://www.vinted.nl/items/6053549537-manteljas-ivy-oak-mini";"Navy, Blue";"0";"0";"Nederland";"50";"3.2";"53.2";"";"a week ago";"2025-04-10T22:56:56.349Z";"xyenx";"4.7";"44";"275";"126";"";"239";"2543"
"6111602121";"Vestje maat M";"";"Nieuw nooit gedragen maat s/m";"Very good";"M / 38 / 10";"https://www.vinted.nl/items/6111602121-vestje-maat-m";"Black";"0";"9";"Nederland";"2.5";"0.83";"3.33";"";"2 days ago";"2025-04-10T20:40:57.896Z";"melanievandekerke";"4.9";"97";"4";"21";"";"126";"194"
"3913160419";"Lichtroze blouse";"";"Lichtroze blouse 
Regular fit 
Maat S (valt ruim)
Zo goed als nieuw";"Very good";"S";"https://www.vinted.nl/items/3913160419-lichtroze-blouse";"Rose";"0";"1";"Nederland";"4.99";"0.95";"5.94";"";"15 months ago";"2025-04-10T22:52:28.745Z";"lotteklein16";"4.8";"140";"10";"5";"";"153";"1803"
"6114224711";"zwarte bodywarmer";"";"Zwarte wollige bodywarmer nooit gedragen";"New without tags";"L / 40 / 12";"https://www.vinted.nl/items/6114224711-zwarte-bodywarmer";"Black";"0";"4";"Eefde, Nederland";"5";"0.95";"5.95";"";"2 days ago";"2025-04-10T20:28:31.059Z";"sanniemollie1408";"5";"3";"0";"0";"";"16";"2524"
"2933430277";"";"";"";"";"";"https://www.vinted.nl/items/2933430277-millennium";"";"0";"0";"Rotterdam, Nederland";"0";"0.75";"1.75";"";"";"2025-04-11T07:52:39.845Z";"madrettor80";"4.9";"519";"28";"19";"";"179";"2343"
"5880456295";"Shirt Primark totally epic 80";"";"Ziet er nog super mooi uit. 

#totallyepic #primark #tshirt #shirt #lente #zomer #mooiweer 
#jenniferdejong94maat80... more";"Very good";"12-18 months / 80 cm";"https://www.vinted.nl/items/5880456295-shirt-primark-totally-epic-80";"Apricot, Coral";"2";"32";"Drachten, Nederland";"2.99";"0.85";"3.84";"";"6 weeks ago";"2025-04-10T21:01:52.636Z";"jenniferdejong94";"5";"347";"60";"111";"";"223";"1662"
"4575375997";"";"";"";"";"";"https://www.vinted.nl/items/4575375997-pizzas-burgers-nachos";"";"0";"0";"Workum, Nederland";"0";"0.85";"3.85";"";"";"2025-04-09T18:38:52.088Z";"eljawalsweer123";"4.8";"110";"5";"6";"";"72";"2349"
"5571803257";"Genti blouse wit";"";"Nieuw zonder prijskaartje
Te klein gekocht (al gewassen) kon daarom
Niet terug 

Maat 37... more";"New without tags";"14.5 in | 37 cm";"https://www.vinted.nl/items/5571803257-genti-blouse-wit";"White";"0";"16";"Waalwijk, Nederland";"15";"1.45";"16.45";"";"3 months ago";"2025-04-10T17:41:19.362Z";"annelijnn93";"4.5";"118";"10";"1";"";"84";"1803"
"4109112792";"";"";"";"";"";"https://www.vinted.nl/items/4109112792-zwarte-lage-laarsjes";"";"0";"0";"Nederland";"0";"0.9";"4.89";"";"";"2025-04-11T07:44:56.711Z";"kokosbroodje";"4.6";"122";"1";"5";"";"47";"213"
"5990566488";"Zwart jurkje van Claudia Strater";"";"Kort zwart jurkje met grappige rimpeling aan de voorkant";"Good";"L / 40 / 12";"https://www.vinted.nl/items/5990566488-zwart-jurkje-van-claudia-strater";"Black";"0";"41";"Enkhuizen, Nederland";"4.5";"0.93";"5.43";"";"3 weeks ago";"2025-04-10T19:26:58.606Z";"annetenfred";"4.9";"369";"7";"0";"";"538";"1058"
"5805208277";"Denim top 38 C&A";"";"Kleur blauw";"Good";"M / 38 / 10";"https://www.vinted.nl/items/5805208277-denim-top-38-ca";"Light blue";"0";"34";"Nederland";"3.5";"0.88";"4.38";"";"8 weeks ago";"2025-04-11T09:07:24.697Z";"che3101";"4.9";"352";"19";"1";"";"556";"534"
"6055919486";"Gebreide trui donkerroze";"";"Maat 36, Lc waikiki";"New without tags";"S / 36 / 8";"https://www.vinted.nl/items/6055919486-gebreide-trui-donkerroze";"Burgundy, Pink";"0";"0";"Nederland";"10";"1.2";"11.2";"";"a week ago";"2025-04-11T08:24:31.902Z";"sen6161";"4.8";"129";"38";"10";"";"73";"529"
"3810894297";"";"";"";"";"";"https://www.vinted.nl/items/3810894297-kaki-cargobroek";"";"0";"0";"Rotterdam, Nederland";"0";"0.88";"4.38";"";"";"2025-04-11T07:56:33.018Z";"madrettor80";"4.9";"519";"28";"19";"";"179";"263"
"4852304782";"Nieuwe winterjas met bijpassende handschoenen 68";"";"Nieuw, zonder kaartje. Met bijpassende handschoenen.

#zeeman68
#winterjas68
#jenniferdejong94maat68... more";"New without tags";"6-9 months / 68 cm";"https://www.vinted.nl/items/4852304782-nieuwe-winterjas-met-bijpassende-handschoenen-68";"Multi";"2";"77";"Drachten, Nederland";"5.99";"1";"6.99";"";"8 months ago";"2025-04-10T21:14:48.467Z";"jenniferdejong94";"5";"347";"60";"111";"";"223";"2576"
"6067436630";"Tuniek van Didi";"";"Blauw/grijs tuniek voor glanzende stof mouwtjes en achterkant katoen";"Good";"L / 40 / 12";"https://www.vinted.nl/items/6067436630-tuniek-van-didi";"Blue, Grey";"0";"16";"'s-Hertogenbosch, Nederland";"4";"0.9";"4.9";"";"a week ago";"2025-04-11T07:42:20.571Z";"monher87";"5";"20";"1";"0";"";"35";"1056"
"6010070947";"Kussensloop Macramé";"";"Nieuw
50x50 cm

#find_yourself_home  
#find_yourself_home_decoration... more";"New without tags";"50 x 50 cm";"https://www.vinted.nl/items/6010070947-kussensloop-macrame";"Cream, Beige";"0";"10";"";"17.5";"1.58";"19.08";"";"2 weeks ago";"2025-04-10T22:21:13.596Z";"";"";"";"";"";"";"";"1974"
"5613084174";"Trui Made in Italy";"";"In super nette staat!
Maat 4xl";"Very good";"4XL / 48 / 20";"https://www.vinted.nl/items/5613084174-trui-made-in-italy";"Grey";"0";"41";"";"5";"0.95";"5.95";"";"3 months ago";"2025-04-10T22:13:10.354Z";"";"";"";"";"";"";"";"1066"
"6115025364";"Donker blauw wit gestipt blouse";"";"Maat 48";"Good";"4XL / 48 / 20";"https://www.vinted.nl/items/6115025364-donker-blauw-wit-gestipt-blouse";"Navy";"6";"24";"Nederland";"1.5";"0.78";"2.28";"";"2 days ago";"2025-04-11T07:43:28.024Z";"kokosbroodje";"4.6";"122";"1";"5";"";"47";"1043"
"5663615727";"Dames wanten small zwart";"";"Lekker warm 

Kijk ook eens naar mijn andere advertenties ivm bundelkorting 🤩";"Good";"5";"https://www.vinted.nl/items/5663615727-dames-wanten-small-zwart";"Black";"1";"24";"Moordrecht, Nederland";"1.5";"0.78";"2.28";"";"2 months ago";"2025-04-11T08:08:24.319Z";"mirellalemmens";"4.8";"298";"28";"1";"";"411";"1444"
"5921425126";"Hema jasje";"";"Gestreept hema jasje 
Maat 56";"Good";"Up to 1 month / 50 cm";"https://www.vinted.nl/items/5921425126-hema-jasje";"Grey";"0";"0";"Coevorden, Nederland";"2";"0.8";"2.8";"";"5 weeks ago";"2025-04-10T19:58:49.338Z";"joellebosgraaf";"4.9";"7";"0";"0";"";"153";"2563"
"4851501693";"Overhemd G-Star";"";"In super nette staat
Maat M

#find_yourself_damesM";"Very good";"M / 38 / 10";"https://www.vinted.nl/items/4851501693-overhemd-g-star";"White, Red";"0";"22";"";"3";"0.85";"3.85";"";"8 months ago";"2025-04-10T22:08:19.722Z";"";"";"";"";"";"";"";"222"
"6112594636";"";"";"";"";"";"https://www.vinted.nl/items/6112594636-strepen-blouse";"";"0";"0";"Ter Aar, Nederland";"0";"0.83";"3.33";"";"";"2025-04-11T08:51:41.553Z";"dianavilla75";"4.6";"206";"6";"5";"";"96";"222"
"5880002266";"Nieuwe Didi jurk M";"";"Zwart Wit";"New with tags";"M / 38 / 10";"https://www.vinted.nl/items/5880002266-nieuwe-didi-jurk-m";"Black, White";"0";"12";"Nederland";"17.5";"1.58";"19.08";"";"6 weeks ago";"2025-04-11T08:57:02.988Z";"che3101";"4.9";"352";"19";"1";"";"556";"1056"
"6114232441";"Bodywarmer/ gilet maat M";"";"Niet vaak gedragen, leuke bodywarmer/ gilet van Superstar.";"Very good";"M / 38 / 10";"https://www.vinted.nl/items/6114232441-bodywarmer-gilet-maat-m";"Cream";"0";"0";"Nederland";"10";"0";"";"";"an hour ago";"2025-04-08T21:37:31.221Z";"vampiertje234";"5";"30";"2";"0";"";"32";"2524"
"5361094704";"Zwart vest";"";"Zwart lang vest
In goede staat";"Very good";"M";"https://www.vinted.nl/items/5361094704-zwart-vest";"Black";"0";"9";"Nederland";"5";"0.95";"5.95";"";"4 months ago";"2025-04-10T22:50:31.656Z";"lotteklein16";"4.8";"140";"10";"5";"";"153";"266"
"5571803257";"Genti blouse wit";"";"Nieuw zonder prijskaartje
Te klein gekocht (al gewassen) kon daarom
Niet terug 

Maat 37... more";"New without tags";"14.5 in | 37 cm";"https://www.vinted.nl/items/5571803257-genti-blouse-wit";"White";"0";"16";"Waalwijk, Nederland";"15";"0";"";"";"3 months ago";"2025-04-08T20:48:02.139Z";"annelijnn93";"4.5";"118";"10";"1";"";"86";"1803"
"6085269334";"Longsleeve";"";"Longsleeve unisex let op wel voor smallere kindjes sluit aan zeet getailleerd. Valt kleiner uit. Geen gebruikerssporen.";"Very good";"18-24 months / 86 cm";"https://www.vinted.nl/items/6085269334-longsleeve";"Beige, Brown";"0";"4";"Maastricht, Nederland";"2";"0.8";"2.8";"";"6 days ago";"2025-04-10T20:12:41.067Z";"dominiquedw90";"5";"2";"0";"0";"";"59";"1666"
